r,1/3,211.25
53,1/3,634/3
58,0.25,2539/12
r,5/12,635/3
r,0.25,1271/6
50,0.25,2545/12
58,0.25,2545/12
r,0.25,637/3
58,0.5,2551/12
60,0.5,2551/12
53,0.5,2557/12
62,0.5,2557/12
63,0.5,2563/12
58,0.5,2563/12
65,0.5,2569/12
50,0.5,2569/12
67,0.25,2575/12
58,0.25,2575/12
r,0.25,1289/6
68,0.5,2581/12
50,0.5,2581/12
r,1/3,2581/12
70,0.25,2585/12
58,0.25,2585/12
r,0.25,2587/12
r,0.75,647/3
72,1/3,1295/6
53,1/3,1295/6
r,0.25,1297/6
74,2/3,2597/12
58,0.25,2597/12
r,1/6,650/3
75,0.5,1301/6
50,0.5,1301/6
r,0.25,2605/12
58,0.25,652/3
r,1/12,652/3
77,2/3,2609/12
r,0.25,2611/12
79,2.75,1307/6
r,0.25,2617/12
r,2/3,2617/12
51,0.5,655/3
50,0.5,218.75
r,0.25,1313/6
51,1/3,2629/12
r,19/12,219.25
r,1/3,2633/12
50,1/3,219.75
51,0.5,2641/12
r,0.25,2647/12
87,0.25,1325/6
43,0.5,1325/6
r,0.25,2653/12
r,2/3,2653/12
r,2.0,2653/12
51,0.5,664/3
44,1/3,221.75
r,0.25,1331/6
51,2/3,2665/12
r,2/3,2665/12
55,1.0,222.75
46,0.5,222.75
51,0.5,2677/12
r,1/3,223.25
56,3.5,2683/12
r,1/3,223.75
51,0.5,2689/12
r,0.75,2689/12
r,2.75,2689/12
44,0.5,2689/12
46,0.5,2695/12
51,0.5,1349/6
r,0.5,2701/12
r,0.75,676/3
48,2/3,2707/12
51,0.5,2713/12
r,1/6,226.25
57,3.5,2717/12
r,0.25,2725/12
r,0.75,2725/12
r,8/3,2725/12
45,0.25,2725/12
51,0.25,2725/12
46,2/3,682/3
51,2/3,1367/6
r,5/12,228.0
48,1/3,2741/12
r,5/6,228.5
51,1/3,228.75
r,0.25,2749/12
58,0.75,688/3
46,2/3,688/3
55,23/12,229.75
r,1/12,230.0
r,0.25,2761/12
r,0.5,2761/12
55,1/6,2761/12
51,0.5,691/3
55,0.5,2767/12
r,0.25,1385/6
46,0.5,2773/12
r,1.25,2773/12
55,0.25,2779/12
r,0.25,1391/6
46,0.25,2785/12
58,0.25,2785/12
56,0.25,697/3
53,1.0,697/3
58,0.25,2791/12
56,0.25,1397/6
50,0.75,2797/12
58,1/3,2797/12
r,0.5,2797/12
56,0.25,2801/12
58,0.25,2801/12
46,0.25,2803/12
56,0.25,2803/12
r,11/12,701/3
58,0.25,1403/6
r,11/12,1403/6
56,1/3,2809/12
58,0.25,2813/12
56,0.25,2813/12
51,1.5,2815/12
r,1/12,704/3
39,5.5,234.75
55,0.5,234.75
r,1/12,235.25
58,1/3,706/3
r,1/12,707/3
63,0.25,235.75
r,1/12,236.0
58,0.5,2833/12
r,1.0,2833/12
51,3.25,2833/12
63,2/3,2839/12
67,0.5,2845/12
r,1/3,237.25
70,0.25,2851/12
r,5/6,2851/12
r,0.25,1427/6
67,2/3,2857/12
70,0.5,2861/12
r,1/12,238.75
75,1/3,1433/6
r,1/6,2867/12
r,1/3,240.25
r,1.75,240.25
79,0.25,2887/12
r,1/6,1445/6
82,0.25,241.0
r,0.25,241.25
87,2/3,241.5
43,2/3,241.5
51,0.5,242.0
r,1/3,1453/6
44,0.5,242.5
r,0.25,242.5
51,0.5,242.75
r,0.25,243.0
63,3.0,243.25
46,0.5,243.25
r,1.5,243.25
r,1.75,243.25
51,0.5,243.75
43,1.25,244.25
51,0.5,244.75
44,2/3,245.0
r,0.75,245.25
51,0.5,245.5
r,7/12,737/3
55,1.5,246.0
r,1/3,246.25
r,0.75,246.25
r,0.75,246.25
r,5/3,246.25
46,5/12,246.25
51,0.5,2959/12
44,1.25,247.0
56,2.25,247.0
r,5/12,2965/12
51,0.5,247.5
46,0.75,2975/12
r,0.5,248.0
r,2/3,248.25
51,2/3,248.5
r,7/12,746/3
63,13/12,2987/12
48,13/12,2987/12
r,1/12,1495/6
r,0.25,249.25
r,2/3,249.25
r,2/3,249.25
r,2.75,249.25
63,2/3,249.25
48,2/3,249.25
51,2/3,249.5
57,7/3,2999/12
45,1.0,2999/12
r,1/12,1501/6
51,0.5,250.25
46,2/3,250.75
r,1/3,3011/12
51,0.5,251.25
r,1/6,3017/12
63,2/3,3019/12
48,0.5,251.75
51,7/12,252.0
r,1/3,252.25
r,1/3,252.25
r,0.75,252.25
57,1/3,252.25
51,5/12,252.25
58,2.0,3031/12
46,1.25,3031/12
63,0.5,253.0
51,0.5,253.0
62,0.5,253.5
50,0.5,253.5
r,1/6,1523/6
63,0.5,254.0
51,0.5,254.0
r,1.25,254.0
59,1/3,254.5
47,1/3,254.5
r,1/6,3055/12
63,0.5,254.75
51,0.5,254.75
r,5/12,1529/6
60,1.25,255.25
48,1.25,255.25
r,0.5,255.25
r,0.75,255.25
63,0.5,255.75
50,2/3,256.0
62,2/3,256.0
r,0.75,256.25
r,1/12,256.5
51,0.5,3079/12
63,0.5,3079/12
r,19/12,770/3
45,0.25,257.0
57,0.25,257.0
r,5/12,3085/12
r,1.0,257.25
51,0.5,257.5
63,0.5,257.5
46,0.25,258.0
58,0.25,258.0
r,0.25,258.25
r,2/3,258.25
46,13/12,258.25
58,13/12,258.25
63,0.5,258.5
51,0.5,258.5
61,2/3,3107/12
49,2/3,3107/12
r,0.5,259.0
63,0.5,259.5
51,0.5,259.5
r,1/3,3115/12
47,0.5,3119/12
59,0.5,3119/12
r,0.25,260.0
51,0.5,260.25
63,0.5,260.25
r,5/6,3125/12
48,0.5,260.75
60,0.5,260.75
63,0.5,261.25
51,0.5,261.25
r,4/3,261.25
r,2.25,261.25
48,0.75,261.25
60,0.75,261.25
62,0.5,261.75
50,0.5,261.75
63,0.5,262.25
51,0.5,262.25
57,0.5,3151/12
45,0.5,3151/12
r,0.25,262.75
63,2/3,263.0
51,2/3,263.0
r,5/12,3157/12
58,0.75,263.5
46,1/3,263.5
r,7/12,791/3
r,5/12,1583/6
r,0.25,264.25
r,1.0,264.25
46,0.25,264.5
55,0.25,264.5
51,0.25,264.5
r,0.25,264.75
63,1/3,265.0
70,0.75,265.25
r,2/3,796/3
67,1/3,266.0
r,0.25,266.0
75,1.0,266.25
r,11/12,799/3
48,0.25,267.25
51,0.25,267.25
54,0.25,267.25
r,0.75,267.25
r,5/12,267.5
63,1/3,3215/12
69,0.75,268.0
r,0.5,268.25
66,0.25,268.75
r,1.0,268.75
75,1.25,269.0
46,1/3,269.75
55,1/3,269.75
51,1/3,269.75
r,1/6,3241/12
r,1/3,270.25
r,4/3,270.25
63,1/3,3247/12
70,0.75,3251/12
67,0.25,3259/12
r,1/12,815/3
75,1.0,271.75
r,0.75,1631/6
45,1/3,3271/12
57,1/3,3271/12
54,1/3,3271/12
51,1/3,3271/12
r,0.5,272.75
r,1/3,3275/12
r,0.25,273.25
r,0.5,273.25
72,1/3,273.5
78,2/3,273.75
r,5/12,1643/6
75,1/3,274.25
r,1/12,3293/12
79,4/3,274.5
r,11/12,3295/12
46,2/3,275.5
58,2/3,275.5
55,2/3,275.5
51,2/3,275.5
r,1/12,1655/6
75,0.25,3311/12
r,1/12,1657/6
r,1/12,1657/6
75,0.5,276.25
r,7/3,276.25
70,0.25,276.75
r,0.25,277.0
70,0.5,277.25
67,0.25,277.75
r,0.25,278.0
67,0.5,278.25
63,0.25,3343/12
r,0.5,278.75
r,5/12,1673/6
63,0.5,279.25
r,1/3,279.25
58,0.25,3355/12
r,0.25,279.75
r,29/12,1679/6
58,0.5,280.0
55,1/3,280.5
r,1/12,1685/6
55,2/3,3371/12
51,0.25,3379/12
r,1/6,1691/6
51,0.5,282.0
r,0.25,282.25
r,0.75,282.25
r,8/3,282.25
46,1/3,282.5
r,1/12,1697/6
34,2.25,3395/12
46,3.25,283.0
58,0.25,3419/12
53,0.25,3419/12
62,0.25,3419/12
56,0.25,3419/12
r,1/12,1711/6
r,1/12,1711/6
r,2/3,285.25
r,0.75,285.25
r,0.75,285.25
r,5/3,285.25
58,7/3,3431/12
63,7/3,3431/12
39,1.25,286.0
55,2.25,286.0
46,4/3,3443/12
r,0.75,287.25
45,1.0,288.0
r,2/3,288.25
r,1.5,288.25
58,5/12,288.25
63,5/12,288.25
46,47/12,288.25
44,0.75,3467/12
r,1/12,869/3
68,0.25,289.75
70,0.25,289.75
62,0.25,289.75
65,0.25,289.75
43,0.25,289.75
65,0.25,289.75
r,7/12,290.0
r,0.75,290.0
62,0.25,3487/12
65,0.25,3487/12
70,0.25,3487/12
68,0.25,3487/12
41,0.25,290.75
70,0.25,290.75
